sample_id,video_id,frame_index,frame_stem,building_id,latitude,longitude,frame_path,mask_path,json_path,mask_file,damage_level,target,damage_description,stories,annotation_effort,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height,mask_area_fraction,mask_centroid_x,mask_centroid_y,capture_date,region,source_video_url
2_0091_002,2,91,2_0091,B030,26.55618,-77.10723,data/raw/FRAME/2_0091.jpg,data/raw/MASK/2_0091_B0XX_0_Level3.jpg,data/raw/JSON/2_0091.json,2_0091_B0XX_0_Level3.jpg,3,3,Severe damage,1,1,480,344,743,431,264,88,0.016539713541666667,0.48216891564980646,0.5387868384030556,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0091_003,2,91,2_0091,B034,26.55626,-77.10742,data/raw/FRAME/2_0091.jpg,data/raw/MASK/2_0091_B0XX_0_Level4.jpg,data/raw/JSON/2_0091.json,2_0091_B0XX_0_Level4.jpg,4,4,Destruction,1,1,784,360,975,455,192,96,0.013753255208333334,0.6899748520710058,0.5736920885382424,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0091_004,2,91,2_0091,B032,26.55639,-77.1076,data/raw/FRAME/2_0091.jpg,data/raw/MASK/2_0091_B0XX_1_Level0.jpg,data/raw/JSON/2_0091.json,2_0091_B0XX_1_Level0.jpg,0,0,No or very minor damage,1,1,1040,400,1279,495,240,96,0.019456380208333332,0.9108605557414533,0.6217953544141431,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0094_000,2,94,2_0094,B033,26.55591,-77.10759,data/raw/FRAME/2_0094.jpg,data/raw/MASK/2_0094_B0XX_0_Level0.jpg,data/raw/JSON/2_0094.json,2_0094_B0XX_0_Level0.jpg,0,0,No or very minor damage,1,1,792,296,991,359,200,64,0.010291883680555556,0.6979325085661571,0.4543416505593627,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0094_001,2,94,2_0094,B035,26.55538,-77.10749,data/raw/FRAME/2_0094.jpg,data/raw/MASK/2_0094_B0XX_0_Level1.jpg,data/raw/JSON/2_0094.json,2_0094_B0XX_0_Level1.jpg,1,1,Minor damage,1,1,632,224,767,279,136,56,0.006036241319444444,0.5446157929624303,0.35094223740188146,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0094_002,2,94,2_0094,B036,26.55532,-77.10733,data/raw/FRAME/2_0094.jpg,data/raw/MASK/2_0094_B0XX_0_Level3.jpg,data/raw/JSON/2_0094.json,2_0094_B0XX_0_Level3.jpg,3,3,Severe damage,1,1,544,224,647,279,104,56,0.004369574652777777,0.46696885864166876,0.34533461633970697,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0094_003,2,94,2_0094,B034,26.55626,-77.10742,data/raw/FRAME/2_0094.jpg,data/raw/MASK/2_0094_B0XX_0_Level4.jpg,data/raw/JSON/2_0094.json,2_0094_B0XX_0_Level4.jpg,4,4,Destruction,1,1,792,360,991,470,200,111,0.014246961805555555,0.7003459396420412,0.5823273673521199,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0094_004,2,94,2_0094,B032,26.55639,-77.1076,data/raw/FRAME/2_0094.jpg,data/raw/MASK/2_0094_B0XX_1_Level0.jpg,data/raw/JSON/2_0094.json,2_0094_B0XX_1_Level0.jpg,0,0,No or very minor damage,1,0,1056,408,1231,511,176,104,0.015067274305555555,0.9009004122857555,0.631847124201834,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0094_005,2,94,2_0094,B031,26.55656,-77.10738,data/raw/FRAME/2_0094.jpg,data/raw/MASK/2_0094_B0XX_1_Level1.jpg,data/raw/JSON/2_0094.json,2_0094_B0XX_1_Level1.jpg,1,1,Minor damage,1,0,736,448,1167,663,432,216,0.06438802083333334,0.7319631703951803,0.7683297288694154,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0094_006,2,94,2_0094,B030,26.55618,-77.10723,data/raw/FRAME/2_0094.jpg,data/raw/MASK/2_0094_B0XX_1_Level3.jpg,data/raw/JSON/2_0094.json,2_0094_B0XX_1_Level3.jpg,3,3,Severe damage,1,0,480,352,751,447,272,96,0.019618055555555555,0.48405152447455746,0.5526873617256638,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0097_000,2,97,2_0097,B033,26.55591,-77.10759,data/raw/FRAME/2_0097.jpg,data/raw/MASK/2_0097_B0XX_0_Level0.jpg,data/raw/JSON/2_0097.json,2_0097_B0XX_0_Level0.jpg,0,0,No or very minor damage,1,1,792,296,999,359,208,64,0.010289713541666667,0.6996080980438679,0.4582665471545573,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0097_001,2,97,2_0097,B035,26.55538,-77.10749,data/raw/FRAME/2_0097.jpg,data/raw/MASK/2_0097_B0XX_0_Level1.jpg,data/raw/JSON/2_0097.json,2_0097_B0XX_0_Level1.jpg,1,1,Minor damage,1,1,632,224,775,279,144,56,0.007084418402777778,0.5471015134400368,0.35019613348989975,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0097_002,2,97,2_0097,B036,26.55532,-77.10733,data/raw/FRAME/2_0097.jpg,data/raw/MASK/2_0097_B0XX_0_Level3.jpg,data/raw/JSON/2_0097.json,2_0097_B0XX_0_Level3.jpg,3,3,Severe damage,1,1,544,224,647,279,104,56,0.004717881944444445,0.4671792347056118,0.34754069559439843,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0097_003,2,97,2_0097,B034,26.55626,-77.10742,data/raw/FRAME/2_0097.jpg,data/raw/MASK/2_0097_B0XX_0_Level4.jpg,data/raw/JSON/2_0097.json,2_0097_B0XX_0_Level4.jpg,4,4,Destruction,1,1,792,368,999,471,208,104,0.015719401041666668,0.7035186719127494,0.5946639899373385,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0097_004,2,97,2_0097,B032,26.55639,-77.1076,data/raw/FRAME/2_0097.jpg,data/raw/MASK/2_0097_B0XX_1_Level0.jpg,data/raw/JSON/2_0097.json,2_0097_B0XX_1_Level0.jpg,0,0,No or very minor damage,1,0,1064,416,1279,527,216,112,0.01914822048611111,0.9228110656202186,0.6467154473848246,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0097_005,2,97,2_0097,B031,26.55656,-77.10738,data/raw/FRAME/2_0097.jpg,data/raw/MASK/2_0097_B0XX_1_Level1.jpg,data/raw/JSON/2_0097.json,2_0097_B0XX_1_Level1.jpg,1,1,Minor damage,1,0,736,464,1175,679,440,216,0.07053493923611111,0.7346658910853011,0.7916724568195609,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0097_006,2,97,2_0097,B030,26.55618,-77.10723,data/raw/FRAME/2_0097.jpg,data/raw/MASK/2_0097_B0XX_1_Level3.jpg,data/raw/JSON/2_0097.json,2_0097_B0XX_1_Level3.jpg,3,3,Severe damage,1,0,472,360,743,447,272,88,0.019143880208333332,0.4776329050473276,0.558378677095732,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0100_000,2,100,2_0100,B033,26.55591,-77.10759,data/raw/FRAME/2_0100.jpg,data/raw/MASK/2_0100_B0XX_0_Level0.jpg,data/raw/JSON/2_0100.json,2_0100_B0XX_0_Level0.jpg,0,0,No or very minor damage,1,1,928,304,1159,375,232,72,0.012227647569444444,0.8135756139630846,0.47232020488853393,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0100_001,2,100,2_0100,B035,26.55538,-77.10749,data/raw/FRAME/2_0100.jpg,data/raw/MASK/2_0100_B0XX_0_Level1.jpg,data/raw/JSON/2_0100.json,2_0100_B0XX_0_Level1.jpg,1,1,Minor damage,1,1,752,232,903,287,152,56,0.0071267361111111115,0.6490800567143726,0.35917093821897417,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0100_002,2,100,2_0100,B036,26.55532,-77.10733,data/raw/FRAME/2_0100.jpg,data/raw/MASK/2_0100_B0XX_0_Level3.jpg,data/raw/JSON/2_0100.json,2_0100_B0XX_0_Level3.jpg,3,3,Severe damage,1,1,680,224,775,279,96,56,0.004545355902777778,0.5670351292074481,0.3509489138219145,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0100_003,2,100,2_0100,B034,26.55626,-77.10742,data/raw/FRAME/2_0100.jpg,data/raw/MASK/2_0100_B0XX_0_Level4.jpg,data/raw/JSON/2_0100.json,2_0100_B0XX_0_Level4.jpg,4,4,Destruction,1,1,928,392,1151,495,224,104,0.01719509548611111,0.8136505529437749,0.6192727505381319,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0100_004,2,100,2_0100,B031,26.55656,-77.10738,data/raw/FRAME/2_0100.jpg,data/raw/MASK/2_0100_B0XX_1_Level1.jpg,data/raw/JSON/2_0100.json,2_0100_B0XX_1_Level1.jpg,1,1,Minor damage,1,0,872,480,1279,719,408,240,0.07909396701388889,0.8436546440501832,0.8338354772672883,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0100_005,2,100,2_0100,B030,26.55618,-77.10723,data/raw/FRAME/2_0100.jpg,data/raw/MASK/2_0100_B0XX_1_Level3.jpg,data/raw/JSON/2_0100.json,2_0100_B0XX_1_Level3.jpg,3,3,Severe damage,1,0,600,360,879,455,280,96,0.019561631944444446,0.5794764134263368,0.5686971501121711,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0110_000,2,110,2_0110,B035,26.55538,-77.10749,data/raw/FRAME/2_0110.jpg,data/raw/MASK/2_0110_B0XX_0_Level1.jpg,data/raw/JSON/2_0110.json,2_0110_B0XX_0_Level1.jpg,1,1,Minor damage,1,1,1208,248,1279,311,72,64,0.003942057291666667,0.9748959193503991,0.38798131327033064,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0110_001,2,110,2_0110,B036,26.55532,-77.10733,data/raw/FRAME/2_0110.jpg,data/raw/MASK/2_0110_B0XX_0_Level3.jpg,data/raw/JSON/2_0110.json,2_0110_B0XX_0_Level3.jpg,3,3,Severe damage,1,1,1104,240,1231,303,128,64,0.006072048611111111,0.9127314711401,0.3769423596219522,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0110_002,2,110,2_0110,B025,26.55653,-77.10668,data/raw/FRAME/2_0110.jpg,data/raw/MASK/2_0110_B0XX_0_Level5.jpg,data/raw/JSON/2_0110.json,2_0110_B0XX_0_Level5.jpg,5,5,Destroyed or under construction,1,1,0,472,231,719,232,248,0.046644965277777777,0.07663862953033404,0.8144185909762931,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0110_003,2,110,2_0110,B030,26.55618,-77.10723,data/raw/FRAME/2_0110.jpg,data/raw/MASK/2_0110_B0XX_1_Level3.jpg,data/raw/JSON/2_0110.json,2_0110_B0XX_1_Level3.jpg,3,3,Severe damage,1,1,1000,400,1279,527,280,128,0.025016276041666667,0.9046699468661895,0.6392661871370394,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0190_000,2,190,2_0190,B037,26.55504,-77.10668,data/raw/FRAME/2_0190.jpg,data/raw/MASK/2_0190_B0XX_0_Level0.jpg,data/raw/JSON/2_0190.json,2_0190_B0XX_0_Level0.jpg,0,0,No or very minor damage,1,1,672,312,783,375,112,64,0.005104166666666667,0.5731797406462584,0.47220362103174607,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0190_001,2,190,2_0190,B038,26.55421,-77.10627,data/raw/FRAME/2_0190.jpg,data/raw/MASK/2_0190_B0XX_0_Level1.jpg,data/raw/JSON/2_0190.json,2_0190_B0XX_0_Level1.jpg,1,1,Minor damage,2,1,504,192,679,263,176,72,0.009879557291666667,0.4599188289401428,0.3133045030203185,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0190_002,2,190,2_0190,B039,26.55462,-77.10587,data/raw/FRAME/2_0190.jpg,data/raw/MASK/2_0190_B0XX_0_Level2.jpg,data/raw/JSON/2_0190.json,2_0190_B0XX_0_Level2.jpg,2,2,Moderate damage,1,1,192,240,295,287,104,48,0.0033083767361111113,0.1872529927845195,0.35930268576218066,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0190_003,2,190,2_0190,B040,26.55429,-77.10577,data/raw/FRAME/2_0190.jpg,data/raw/MASK/2_0190_B0XX_0_Level3.jpg,data/raw/JSON/2_0190.json,2_0190_B0XX_0_Level3.jpg,3,3,Severe damage,1,1,216,208,383,247,168,40,0.0057194010416666665,0.2346220771675204,0.3187735829170092,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0190_004,2,190,2_0190,B041,26.55512,-77.1063,data/raw/FRAME/2_0190.jpg,data/raw/MASK/2_0190_B0XX_1_Level1.jpg,data/raw/JSON/2_0190.json,2_0190_B0XX_1_Level1.jpg,1,1,Minor damage,2,0,264,288,407,375,144,88,0.010935329861111112,0.2618134023367732,0.46337139754360435,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0190_005,2,190,2_0190,B042,26.55484,-77.10616,data/raw/FRAME/2_0190.jpg,data/raw/MASK/2_0190_B0XX_1_Level2.jpg,data/raw/JSON/2_0190.json,2_0190_B0XX_1_Level2.jpg,2,2,Moderate damage,1,0,288,264,423,311,136,48,0.004839409722222222,0.2784124509529148,0.3955633408071749,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0190_006,2,190,2_0190,B043,26.55483,-77.10572,data/raw/FRAME/2_0190.jpg,data/raw/MASK/2_0190_B0XX_1_Level3.jpg,data/raw/JSON/2_0190.json,2_0190_B0XX_1_Level3.jpg,3,3,Severe damage,1,0,0,248,159,303,160,56,0.007774522569444445,0.05693235345429169,0.379706714739862,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0190_007,2,190,2_0190,B044,26.5552,-77.10656,data/raw/FRAME/2_0190.jpg,data/raw/MASK/2_0190_B0XX_2_Level1.jpg,data/raw/JSON/2_0190.json,2_0190_B0XX_2_Level1.jpg,1,1,Minor damage,1,1,472,328,623,399,152,72,0.007362196180555555,0.436339927229182,0.5002151396053386,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0190_008,2,190,2_0190,B045,26.55513,-77.10663,data/raw/FRAME/2_0190.jpg,data/raw/MASK/2_0190_B0XX_2_Level2.jpg,data/raw/JSON/2_0190.json,2_0190_B0XX_2_Level2.jpg,2,2,Moderate damage,1,1,600,320,711,383,112,64,0.0051616753472222224,0.5099875840866093,0.48579286665265226,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0190_009,2,190,2_0190,B046,26.55493,-77.10644,data/raw/FRAME/2_0190.jpg,data/raw/MASK/2_0190_B0XX_2_Level3.jpg,data/raw/JSON/2_0190.json,2_0190_B0XX_2_Level3.jpg,3,3,Severe damage,1,1,448,272,655,343,208,72,0.011070963541666666,0.42875081164853474,0.43105309440578476,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0190_010,2,190,2_0190,B047,26.55532,-77.10618,data/raw/FRAME/2_0190.jpg,data/raw/MASK/2_0190_B0XX_3_Level1.jpg,data/raw/JSON/2_0190.json,2_0190_B0XX_3_Level1.jpg,1,1,Minor damage,1,1,0,328,175,407,176,80,0.01013671875,0.058657223426461146,0.5142611622540975,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0190_011,2,190,2_0190,B048,26.55505,-77.10684,data/raw/FRAME/2_0190.jpg,data/raw/MASK/2_0190_B0XX_3_Level2.jpg,data/raw/JSON/2_0190.json,2_0190_B0XX_3_Level2.jpg,2,2,Moderate damage,1,1,824,336,895,383,72,48,0.002673611111111111,0.6725335455560064,0.49873962842712843,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0190_012,2,190,2_0190,B049,26.55496,-77.10682,data/raw/FRAME/2_0190.jpg,data/raw/MASK/2_0190_B0XX_3_Level3.jpg,data/raw/JSON/2_0190.json,2_0190_B0XX_3_Level3.jpg,3,3,Severe damage,1,1,768,296,927,359,160,64,0.007280815972222222,0.6687888878539494,0.4518713777115416,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0190_013,2,190,2_0190,B050,26.55531,-77.107,data/raw/FRAME/2_0190.jpg,data/raw/MASK/2_0190_B0XX_4_Level2.jpg,data/raw/JSON/2_0190.json,2_0190_B0XX_4_Level2.jpg,2,2,Moderate damage,1,1,920,376,1175,479,256,104,0.018014322916666665,0.8132084048608601,0.5935695498534314,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0190_014,2,190,2_0190,B051,26.55534,-77.10656,data/raw/FRAME/2_0190.jpg,data/raw/MASK/2_0190_B0XX_4_Level3.jpg,data/raw/JSON/2_0190.json,2_0190_B0XX_4_Level3.jpg,3,3,Severe damage,1,1,400,360,559,439,160,80,0.009001736111111111,0.3750654494635969,0.557593518964963,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0190_015,2,190,2_0190,B052,26.55542,-77.10636,data/raw/FRAME/2_0190.jpg,data/raw/MASK/2_0190_B0XX_5_Level3.jpg,data/raw/JSON/2_0190.json,2_0190_B0XX_5_Level3.jpg,3,3,Severe damage,1,1,120,368,279,439,160,72,0.007901475694444444,0.15142109825597364,0.5532244651957643,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0193_000,2,193,2_0193,B053,26.5543,-77.10527,data/raw/FRAME/2_0193.jpg,data/raw/MASK/2_0193_B0XX_0_Level0.jpg,data/raw/JSON/2_0193.json,2_0193_B0XX_0_Level0.jpg,0,0,No or very minor damage,1,1,0,208,135,255,136,48,0.004352213541666667,0.04865584486412366,0.3128389983102025,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0193_001,2,193,2_0193,B038,26.55421,-77.10627,data/raw/FRAME/2_0193.jpg,data/raw/MASK/2_0193_B0XX_0_Level1.jpg,data/raw/JSON/2_0193.json,2_0193_B0XX_0_Level1.jpg,1,1,Minor damage,2,1,504,192,679,255,176,64,0.010176866319444445,0.45950902614884315,0.3128860575043537,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0193_002,2,193,2_0193,B054,26.5541,-77.10598,data/raw/FRAME/2_0193.jpg,data/raw/MASK/2_0193_B0XX_0_Level2.jpg,data/raw/JSON/2_0193.json,2_0193_B0XX_0_Level2.jpg,2,2,Moderate damage,1,1,400,200,511,247,112,48,0.004232855902777778,0.3607398343373494,0.31378350280554845,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0193_003,2,193,2_0193,B040,26.55429,-77.10577,data/raw/FRAME/2_0193.jpg,data/raw/MASK/2_0193_B0XX_0_Level3.jpg,data/raw/JSON/2_0193.json,2_0193_B0XX_0_Level3.jpg,3,3,Severe damage,1,1,192,208,391,279,200,72,0.008910590277777778,0.22072215203360934,0.33246248714618176,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0193_004,2,193,2_0193,B037,26.55504,-77.10668,data/raw/FRAME/2_0193.jpg,data/raw/MASK/2_0193_B0XX_1_Level0.jpg,data/raw/JSON/2_0193.json,2_0193_B0XX_1_Level0.jpg,0,0,No or very minor damage,1,0,672,312,791,375,120,64,0.005397135416666666,0.5735403787193405,0.4713535383996783,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0193_005,2,193,2_0193,B041,26.55512,-77.1063,data/raw/FRAME/2_0193.jpg,data/raw/MASK/2_0193_B0XX_1_Level1.jpg,data/raw/JSON/2_0193.json,2_0193_B0XX_1_Level1.jpg,1,1,Minor damage,2,0,264,288,399,375,136,88,0.011064453125,0.25912247474747474,0.4625565253396969,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0193_006,2,193,2_0193,B045,26.55513,-77.10663,data/raw/FRAME/2_0193.jpg,data/raw/MASK/2_0193_B0XX_1_Level2.jpg,data/raw/JSON/2_0193.json,2_0193_B0XX_1_Level2.jpg,2,2,Moderate damage,1,0,592,320,703,383,112,64,0.005116102430555556,0.5114084040296925,0.48640626841051016,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0193_007,2,193,2_0193,B043,26.55483,-77.10572,data/raw/FRAME/2_0193.jpg,data/raw/MASK/2_0193_B0XX_1_Level3.jpg,data/raw/JSON/2_0193.json,2_0193_B0XX_1_Level3.jpg,3,3,Severe damage,1,0,0,248,159,303,160,56,0.007016059027777778,0.056450689181874424,0.37678626662542525,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0193_008,2,193,2_0193,B044,26.5552,-77.10656,data/raw/FRAME/2_0193.jpg,data/raw/MASK/2_0193_B0XX_2_Level1.jpg,data/raw/JSON/2_0193.json,2_0193_B0XX_2_Level1.jpg,1,1,Minor damage,1,1,480,328,623,383,144,56,0.006465928819444445,0.43439872986239303,0.49600114672484197,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0193_009,2,193,2_0193,B042,26.55484,-77.10616,data/raw/FRAME/2_0193.jpg,data/raw/MASK/2_0193_B0XX_2_Level3.jpg,data/raw/JSON/2_0193.json,2_0193_B0XX_2_Level3.jpg,3,3,Severe damage,1,1,288,264,415,311,128,48,0.0037250434027777776,0.2754408043256627,0.3987102307667411,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0193_010,2,193,2_0193,B047,26.55532,-77.10618,data/raw/FRAME/2_0193.jpg,data/raw/MASK/2_0193_B0XX_3_Level1.jpg,data/raw/JSON/2_0193.json,2_0193_B0XX_3_Level1.jpg,1,1,Minor damage,1,1,0,336,183,407,184,72,0.009729817708333333,0.06047382067581131,0.5127196324795856,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0193_011,2,193,2_0193,B046,26.55493,-77.10644,data/raw/FRAME/2_0193.jpg,data/raw/MASK/2_0193_B0XX_3_Level3.jpg,data/raw/JSON/2_0193.json,2_0193_B0XX_3_Level3.jpg,3,3,Severe damage,1,1,440,280,655,343,216,64,0.010460069444444444,0.42661055822095434,0.4316580221300138,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0193_012,2,193,2_0193,B049,26.55496,-77.10682,data/raw/FRAME/2_0193.jpg,data/raw/MASK/2_0193_B0XX_4_Level3.jpg,data/raw/JSON/2_0193.json,2_0193_B0XX_4_Level3.jpg,3,3,Severe damage,1,1,768,296,927,383,160,88,0.009403211805555556,0.6667425138472189,0.4642793035361695,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0193_013,2,193,2_0193,B051,26.55534,-77.10656,data/raw/FRAME/2_0193.jpg,data/raw/MASK/2_0193_B0XX_5_Level3.jpg,data/raw/JSON/2_0193.json,2_0193_B0XX_5_Level3.jpg,3,3,Severe damage,1,1,400,352,567,439,168,88,0.01089084201388889,0.37263165350702404,0.5503705733231488,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0193_014,2,193,2_0193,B052,26.55542,-77.10636,data/raw/FRAME/2_0193.jpg,data/raw/MASK/2_0193_B0XX_6_Level3.jpg,data/raw/JSON/2_0193.json,2_0193_B0XX_6_Level3.jpg,3,3,Severe damage,1,1,112,360,303,447,192,88,0.009204644097222223,0.15195970986089827,0.5521924568090429,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0193_015,2,193,2_0193,B050,26.55531,-77.107,data/raw/FRAME/2_0193.jpg,data/raw/MASK/2_0193_B0XX_7_Level3.jpg,data/raw/JSON/2_0193.json,2_0193_B0XX_7_Level3.jpg,3,3,Severe damage,1,1,928,376,1167,479,240,104,0.018621961805555556,0.8131221958396457,0.5933961821336544,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0213_000,2,213,2_0213,B050,26.55531,-77.107,data/raw/FRAME/2_0213.jpg,data/raw/MASK/2_0213_B0XX_0_Level3.jpg,data/raw/JSON/2_0213.json,2_0213_B0XX_0_Level3.jpg,3,3,Severe damage,1,1,912,376,1167,487,256,112,0.019402126736111112,0.8100097519713663,0.5968867481933026,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0222_000,2,222,2_0222,B037,26.55504,-77.10668,data/raw/FRAME/2_0222.jpg,data/raw/MASK/2_0222_B0XX_0_Level0.jpg,data/raw/JSON/2_0222.json,2_0222_B0XX_0_Level0.jpg,0,0,No or very minor damage,1,1,664,328,783,399,120,72,0.0057161458333333335,0.5695769267274108,0.4994887897578672,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0222_001,2,222,2_0222,B038,26.55421,-77.10627,data/raw/FRAME/2_0222.jpg,data/raw/MASK/2_0222_B0XX_0_Level1.jpg,data/raw/JSON/2_0222.json,2_0222_B0XX_0_Level1.jpg,1,1,Minor damage,2,1,488,192,671,271,184,80,0.010856119791666667,0.45087589017991003,0.32083888611249933,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
2_0222_002,2,222,2_0222,B039,26.55462,-77.10587,data/raw/FRAME/2_0222.jpg,data/raw/MASK/2_0222_B0XX_0_Level2.jpg,data/raw/JSON/2_0222.json,2_0222_B0XX_0_Level2.jpg,2,2,Moderate damage,1,1,160,248,247,287,88,40,0.002843967013888889,0.15998187714612744,0.3741145237186825,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/D8wvAgKNK5Q
